                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    136,                 1.0167,                0.62416,                 1.0416,                0.89823,                0.89987,                0.93336,                0.59813,                 1.1442,                0.62053,                 1.0593,             0.00096251,             0.00096251,             0.00096251
                    137,                 1.0433,                0.63904,                 1.0499,                0.95729,                0.83846,                0.89835,                0.58605,                  1.189,                0.70376,                 1.0958,             0.00096141,             0.00096141,             0.00096141
                    138,                 1.0419,                0.63043,                 1.0808,                0.91812,                0.85334,                0.90535,                0.59982,                 1.1436,                0.66484,                 1.0515,             0.00096032,             0.00096032,             0.00096032
                    139,                 1.0112,                0.65023,                 1.0773,                0.89947,                0.86799,                0.92455,                0.59949,                 1.0907,                0.67767,                 1.0615,             0.00095922,             0.00095922,             0.00095922
                    140,                  1.037,                0.66603,                  1.066,                0.94802,                0.81544,                0.91015,                0.61663,                 1.0907,                0.68691,                 1.0557,             0.00095812,             0.00095812,             0.00095812
                    141,                 1.0011,                0.66621,                  1.037,                0.88668,                0.84583,                0.89815,                0.59199,                 1.1023,                 0.6525,                  1.053,             0.00095702,             0.00095702,             0.00095702
                    142,                 1.0284,                0.64103,                 1.0681,                 0.9133,                 0.8451,                0.90438,                0.58085,                 1.1542,                0.66137,                 1.1138,             0.00095592,             0.00095592,             0.00095592
                    143,                0.99718,                0.60585,                 1.0386,                0.93945,                0.84928,                0.91762,                0.59096,                 1.1258,                0.68483,                 1.0595,             0.00095482,             0.00095482,             0.00095482
                    144,                 1.0445,                0.64431,                 1.0801,                0.89656,                0.85316,                0.88654,                0.58242,                 1.1149,                 0.7492,                 1.0734,             0.00095372,             0.00095372,             0.00095372
                    145,                 1.0307,                 0.6399,                 1.0601,                0.90741,                0.86319,                0.92474,                 0.5844,                 1.1382,                0.67571,                 1.0788,             0.00095262,             0.00095262,             0.00095262
                    146,                 1.0169,                0.62877,                 1.0315,                0.91111,                 0.8122,                0.91857,                0.58363,                 1.1603,                0.70588,                 1.0648,             0.00095152,             0.00095152,             0.00095152
                    147,                0.99281,                0.63163,                 1.0325,                0.85166,                0.86514,                0.89537,                0.60217,                 1.0956,                0.70511,                 1.0421,             0.00095042,             0.00095042,             0.00095042
                    148,                 1.0177,                0.65538,                 1.0714,                0.87596,                0.85708,                0.90318,                 0.6204,                0.98033,                0.61772,                 1.0159,             0.00094932,             0.00094932,             0.00094932
                    149,                 1.0212,                0.63387,                 1.0504,                0.95065,                0.83727,                0.90991,                0.59379,                 1.2307,                0.72387,                 1.1161,             0.00094822,             0.00094822,             0.00094822
                    150,                 1.0022,                0.64518,                 1.0454,                0.93141,                0.86566,                0.92113,                0.59695,                 1.1701,                0.71405,                 1.0723,             0.00094712,             0.00094712,             0.00094712
                    151,                 1.0198,                0.63768,                 1.0675,                0.94296,                0.84205,                0.91599,                0.60526,                 1.1546,                0.71068,                 1.0543,             0.00094602,             0.00094602,             0.00094602
                    152,                0.96257,                0.60802,                  1.018,                 0.9267,                0.90343,                0.94215,                0.62233,                 1.0656,                0.66744,                 1.0347,             0.00094492,             0.00094492,             0.00094492
                    153,                 1.0051,                0.64197,                  1.049,                 0.8929,                0.85645,                 0.9138,                 0.5891,                 1.1323,                 0.6558,                  1.063,             0.00094382,             0.00094382,             0.00094382
                    154,                 1.0391,                0.63755,                 1.0523,                0.90562,                0.82428,                0.89106,                0.58896,                 1.1126,                0.76602,                 1.0359,             0.00094272,             0.00094272,             0.00094272
                    155,                0.98269,                0.61325,                 1.0528,                0.91694,                0.81715,                0.89696,                0.60112,                 1.1373,                0.63887,                 1.0299,             0.00094162,             0.00094162,             0.00094162
                    156,                 1.0245,                0.62378,                 1.0674,                0.96338,                0.83986,                0.93019,                0.63379,                 1.0624,                0.62676,                 1.0506,             0.00094052,             0.00094052,             0.00094052
                    157,                0.96941,                0.59565,                 1.0353,                0.91316,                0.81211,                 0.9081,                0.57792,                 1.0884,                0.66958,                 1.0459,             0.00093942,             0.00093942,             0.00093942
                    158,                0.96813,                0.58166,                 1.0241,                0.88167,                0.86908,                0.91066,                0.61856,                  1.109,                0.75738,                 1.0586,             0.00093832,             0.00093832,             0.00093832
                    159,                0.95227,                0.58267,                 1.0298,                0.95218,                0.80088,                 0.9347,                0.63501,                 1.1543,                0.67191,                 1.0481,             0.00093722,             0.00093722,             0.00093722
                    160,                0.97162,                0.61527,                 1.0379,                 0.8885,                0.87663,                0.93838,                0.63162,                 1.1266,                0.65201,                 1.0641,             0.00093612,             0.00093612,             0.00093612
                    161,                0.91281,                0.59381,                 1.0043,                0.97411,                0.84969,                 0.9444,                0.64322,                 1.0682,                0.59908,                 1.0106,             0.00093502,             0.00093502,             0.00093502
                    162,                0.97134,                0.62236,                  1.052,                0.94171,                 0.8065,                0.93213,                0.62563,                 1.0051,                0.59096,                 1.0144,             0.00093392,             0.00093392,             0.00093392
                    163,                0.92722,                0.58263,                 1.0243,                0.82183,                0.87812,                0.91181,                0.63329,                 1.0418,                0.75359,                 1.0239,             0.00093282,             0.00093282,             0.00093282
                    164,                0.95302,                0.59124,                 1.0124,                 0.9352,                0.87674,                0.94023,                0.62329,                  1.178,                0.62877,                 1.0633,             0.00093172,             0.00093172,             0.00093172
                    165,                0.97428,                0.65531,                  1.032,                0.92743,                0.80004,                0.90867,                0.60659,                 1.1519,                0.64288,                 1.0557,             0.00093062,             0.00093062,             0.00093062
                    166,                0.93167,                0.61086,                 1.0112,                0.88645,                0.90258,                0.92523,                0.62935,                 1.0608,                0.58508,                 1.0453,             0.00092952,             0.00092952,             0.00092952
                    167,                0.91802,                0.56206,                0.99155,                0.90731,                0.86772,                0.88027,                0.59568,                 1.1444,                0.65245,                 1.0689,             0.00092842,             0.00092842,             0.00092842
                    168,                0.99786,                0.59486,                 1.0451,                0.85853,                0.87391,                0.93738,                0.62937,                 1.1331,                0.62943,                 1.0531,             0.00092732,             0.00092732,             0.00092732
                    169,                 0.9627,                0.58585,                 1.0303,                0.93503,                0.82545,                0.90411,                0.61169,                 1.1352,                0.60839,                 1.0577,             0.00092622,             0.00092622,             0.00092622
                    170,                0.93555,                0.57571,                 1.0274,                0.94721,                0.84134,                0.92357,                0.60345,                 1.1321,                0.63705,                 1.0441,             0.00092512,             0.00092512,             0.00092512
                    171,                0.95663,                0.59169,                 1.0183,                 0.9479,                0.87372,                0.90832,                0.62005,                  1.118,                0.63603,                 1.0456,             0.00092402,             0.00092402,             0.00092402
                    172,                0.96267,                0.58253,                 1.0226,                0.95465,                0.84097,                0.92392,                0.60028,                 1.2037,                0.68235,                  1.106,             0.00092292,             0.00092292,             0.00092292
                    173,                 0.9754,                0.62799,                 1.0467,                0.88002,                0.86114,                0.88356,                0.60376,                 1.1233,                 0.6259,                 1.0477,             0.00092182,             0.00092182,             0.00092182
                    174,                0.93375,                0.58801,                 1.0129,                0.89436,                 0.8324,                0.87173,                0.57369,                 1.1749,                  0.634,                 1.0681,             0.00092072,             0.00092072,             0.00092072
                    175,                0.95226,                0.58766,                 1.0115,                0.91858,                0.85775,                0.90412,                0.60961,                 1.1758,                0.63495,                 1.0629,             0.00091962,             0.00091962,             0.00091962
                    176,                 0.9288,                0.56696,                 1.0184,                0.87536,                0.85497,                0.92815,                0.60621,                 1.2214,                0.72758,                 1.0734,             0.00091852,             0.00091852,             0.00091852
                    177,                 0.9111,                0.57344,                 1.0157,                0.92005,                0.84045,                0.92355,                0.60908,                 1.1503,                0.63079,                 1.0499,             0.00091742,             0.00091742,             0.00091742
                    178,                0.93484,                0.57349,                 1.0065,                 0.9525,                0.78589,                  0.893,                0.60051,                 1.1098,                0.66159,                 1.0641,             0.00091632,             0.00091632,             0.00091632
                    179,                0.90924,                0.57366,                0.99872,                0.92727,                0.79166,                0.86707,                0.56975,                 1.2282,                0.65149,                 1.0937,             0.00091522,             0.00091522,             0.00091522
                    180,                 0.9221,                0.57856,                0.99862,                0.92305,                0.83449,                0.90236,                0.60342,                 1.0477,                0.59548,                 1.0151,             0.00091412,             0.00091412,             0.00091412
                    181,                0.95445,                0.57526,                 1.0346,                0.86249,                0.87232,                0.92729,                0.60186,                 1.1292,                0.59764,                  1.049,             0.00091302,             0.00091302,             0.00091302
                    182,                0.95835,                0.57845,                 1.0432,                0.92692,                0.82979,                0.90735,                0.61042,                 1.1598,                0.58638,                 1.0583,             0.00091192,             0.00091192,             0.00091192
                    183,                 0.9789,                0.56119,                 1.0134,                 0.9234,                0.81033,                0.90992,                0.60161,                 1.1688,                0.59535,                 1.0468,             0.00091082,             0.00091082,             0.00091082
                    184,                0.98774,                0.57915,                 1.0299,                0.93912,                0.82312,                0.91242,                0.60859,                  1.146,                0.61977,                 1.0392,             0.00090972,             0.00090972,             0.00090972
                    185,                0.97513,                0.56598,                 1.0048,                0.90158,                0.78737,                0.87953,                 0.5923,                 1.1672,                0.65213,                 1.0498,             0.00090862,             0.00090862,             0.00090862
                    186,                0.98685,                0.59133,                0.98918,                0.93836,                0.87193,                0.92088,                0.60911,                  1.149,                0.65499,                 1.0708,             0.00090752,             0.00090752,             0.00090752
                    187,                0.93016,                0.56664,                 1.0147,                 0.9505,                0.81461,                0.90637,                0.61685,                 1.1044,                0.56825,                 1.0053,             0.00090642,             0.00090642,             0.00090642
                    188,                0.90244,                0.56474,                0.99999,                0.95601,                0.82858,                 0.9352,                0.60909,                 1.1689,                0.60452,                 1.0531,             0.00090532,             0.00090532,             0.00090532
                    189,                0.89938,                0.55656,                0.98194,                0.92336,                0.86468,                0.92068,                0.60518,                 1.0634,                0.56535,                 1.0346,             0.00090422,             0.00090422,             0.00090422
                    190,                0.89214,                0.53102,                0.96819,                0.96878,                0.82546,                 0.9248,                0.60451,                 1.1866,                0.62026,                 1.0819,             0.00090312,             0.00090312,             0.00090312
                    191,                0.93368,                0.56566,                 1.0267,                0.93525,                0.83249,                0.90739,                0.60254,                 1.0895,                0.59036,                  1.022,             0.00090202,             0.00090202,             0.00090202
                    192,                0.93009,                0.56881,                 1.0024,                0.91294,                 0.8759,                0.91578,                0.60835,                 1.0774,                 0.5818,                  1.002,             0.00090092,             0.00090092,             0.00090092
                    193,                0.91292,                0.54888,                 1.0187,                0.90922,                0.89186,                0.91773,                0.61529,                 1.0608,                0.54943,                 1.0354,             0.00089982,             0.00089982,             0.00089982
                    194,                0.86115,                 0.5342,                0.97208,                0.88916,                0.90739,                0.92969,                 0.6293,                 1.0989,                0.60679,                 1.0316,             0.00089872,             0.00089872,             0.00089872
                    195,                0.91162,                0.56186,                 1.0116,                0.88079,                 0.9091,                0.93933,                0.63447,                 1.1199,                0.60485,                 1.0228,             0.00089762,             0.00089762,             0.00089762
                    196,                0.91201,                0.55595,                0.99928,                0.87378,                0.88552,                0.93068,                0.63288,                 1.0819,                0.58699,                 1.0207,             0.00089652,             0.00089652,             0.00089652
                    197,                0.90241,                0.55897,                0.99279,                0.92043,                0.87497,                0.94304,                0.62254,                 1.0987,                0.62587,                 1.0446,             0.00089542,             0.00089542,             0.00089542
                    198,                0.94367,                0.56351,                0.99419,                0.96992,                0.85667,                0.94406,                0.63765,                 1.1016,                0.63526,                  1.037,             0.00089432,             0.00089432,             0.00089432
                    199,                0.90286,                0.55568,                 1.0144,                0.95667,                0.85213,                0.93892,                0.62268,                 1.1661,                0.67734,                 1.0486,             0.00089322,             0.00089322,             0.00089322
                    200,                0.87702,                0.54847,                 1.0111,                0.88925,                0.86528,                 0.9301,                0.61414,                 1.1513,                 0.6767,                 1.0593,             0.00089212,             0.00089212,             0.00089212
                    201,                0.90517,                0.54618,                0.98993,                 0.9609,                0.85594,                0.93672,                0.61691,                 1.1771,                0.55388,                 1.0668,             0.00089102,             0.00089102,             0.00089102
                    202,                0.87704,                  0.522,                0.98517,                0.89722,                0.86829,                0.88588,                0.59328,                  1.066,                0.60408,                 1.0284,             0.00088992,             0.00088992,             0.00088992
                    203,                0.90585,                0.53621,                 1.0109,                0.90288,                0.92256,                0.93936,                0.64023,                 1.1267,                0.55756,                 1.0393,             0.00088882,             0.00088882,             0.00088882
                    204,                0.88618,                0.54094,                0.97071,                0.92058,                0.87418,                0.91671,                0.62767,                 1.0953,                0.56784,                 1.0207,             0.00088772,             0.00088772,             0.00088772
                    205,                0.84504,                0.50753,                0.96662,                0.89371,                0.88675,                0.92926,                0.63524,                 1.0648,                 0.5812,                  1.023,             0.00088662,             0.00088662,             0.00088662
                    206,                0.89465,                0.53374,                 0.9907,                0.92878,                0.89359,                0.93037,                 0.6146,                 1.1726,                0.55849,                 1.0595,             0.00088552,             0.00088552,             0.00088552
                    207,                0.86438,                 0.5266,                0.99467,                0.91613,                 0.8718,                0.92175,                0.62883,                 1.1038,                0.56946,                 1.0349,             0.00088442,             0.00088442,             0.00088442
                    208,                0.91469,                0.53693,                0.99155,                0.87523,                0.89153,                0.91756,                0.62673,                 1.0178,                0.52971,                 1.0104,             0.00088332,             0.00088332,             0.00088332
                    209,                0.90142,                0.54529,                 1.0091,                0.94132,                0.79459,                0.89668,                0.60642,                 1.0911,                 0.5932,                 1.0046,             0.00088222,             0.00088222,             0.00088222
                    210,                0.93572,                0.59312,                 1.0075,                0.85515,                0.90394,                0.93862,                0.62517,                 1.1486,                0.62706,                 1.0439,             0.00088112,             0.00088112,             0.00088112
                    211,                0.91371,                 0.5582,                 1.0141,                0.95128,                0.91899,                0.95217,                0.63781,                 1.1656,                0.57836,                 1.0757,             0.00088002,             0.00088002,             0.00088002
                    212,                0.89425,                0.52616,                 1.0038,                0.95727,                0.87574,                0.94876,                0.62379,                 1.0813,                0.61704,                 1.0471,             0.00087892,             0.00087892,             0.00087892
                    213,                0.88205,                0.52347,                0.99639,                0.94529,                0.88765,                0.92998,                0.63707,                 1.0627,                0.57053,                 1.0112,             0.00087782,             0.00087782,             0.00087782
                    214,                0.85784,                0.51521,                 0.9612,                0.92904,                0.86663,                0.94056,                0.64479,                 1.0584,                0.59575,                 1.0156,             0.00087672,             0.00087672,             0.00087672
                    215,                0.82274,                0.51571,                0.97709,                0.93399,                0.88602,                0.93382,                0.64015,                 1.0549,                0.63049,                 1.0069,             0.00087562,             0.00087562,             0.00087562
                    216,                0.88019,                0.50958,                0.99022,                0.94312,                0.88736,                  0.947,                0.63034,                 1.1066,                0.59775,                 1.0259,             0.00087452,             0.00087452,             0.00087452
                    217,                0.86917,                0.52147,                 1.0083,                0.93517,                0.89133,                0.94363,                0.62876,                 1.1767,                0.69297,                 1.0587,             0.00087342,             0.00087342,             0.00087342
                    218,                 0.8684,                 0.5203,                0.98987,                0.93008,                0.88154,                0.92438,                0.63535,                 1.0492,                0.61042,                  1.005,             0.00087232,             0.00087232,             0.00087232
                    219,                0.87208,                0.51982,                0.96517,                0.91537,                0.91253,                0.94818,                0.64862,                 1.0651,                0.57393,                 1.0339,             0.00087122,             0.00087122,             0.00087122
                    220,                0.89731,                0.54466,                0.96213,                0.93391,                0.89089,                0.94889,                 0.6418,                 1.1007,                0.63642,                 1.0175,             0.00087012,             0.00087012,             0.00087012
                    221,                0.89194,                0.53102,                 1.0043,                0.90743,                0.91208,                0.94164,                0.63445,                 1.0608,                0.63082,                 1.0068,             0.00086902,             0.00086902,             0.00086902
                    222,                0.87357,                0.52773,                0.99147,                0.94758,                0.83228,                0.92174,                0.64023,                 1.0265,                 0.6164,                 0.9938,             0.00086792,             0.00086792,             0.00086792
                    223,                0.87162,                0.53064,                0.97287,                0.88782,                0.85204,                0.91936,                0.62616,                 1.0458,                0.55246,                 1.0205,             0.00086682,             0.00086682,             0.00086682
                    224,                0.91906,                0.54566,                 1.0037,                0.89953,                0.91143,                0.94515,                0.62866,                 1.1001,                0.58175,                 1.0177,             0.00086572,             0.00086572,             0.00086572
                    225,                0.86905,                0.54024,                0.97573,                0.92207,                0.90972,                0.93183,                0.64579,                 1.0521,                0.56222,                 1.0087,             0.00086462,             0.00086462,             0.00086462
                    226,                0.84028,                0.50735,                0.98619,                0.93435,                 0.8972,                 0.9398,                0.64165,                 1.0302,                0.61109,                 1.0094,             0.00086352,             0.00086352,             0.00086352
                    227,                0.82128,                0.50371,                0.96781,                0.91868,                0.91892,                0.95081,                0.65197,                 1.0686,                0.56059,                 1.0173,             0.00086242,             0.00086242,             0.00086242
                    228,                0.82741,                 0.4985,                0.96122,                0.94236,                0.91433,                0.95504,                0.66055,                 1.0147,                0.49783,                0.99912,             0.00086132,             0.00086132,             0.00086132
                    229,                0.84634,                0.52071,                0.97887,                0.93294,                0.90995,                0.95365,                0.65001,                 1.0038,                0.49408,                0.98828,             0.00086023,             0.00086023,             0.00086023
                    230,                0.85278,                0.51708,                0.98673,                0.90733,                0.87364,                 0.9173,                0.63627,                 1.0075,                0.53471,                0.99508,             0.00085913,             0.00085913,             0.00085913
                    231,                0.83867,                0.49653,                0.96094,                0.97932,                0.83637,                 0.9307,                0.65168,                 1.0341,                0.56944,                 1.0071,             0.00085803,             0.00085803,             0.00085803
                    232,                0.84902,                0.51498,                0.98051,                0.88419,                0.91942,                0.94869,                0.64657,                 1.0244,                0.56605,                 1.0065,             0.00085693,             0.00085693,             0.00085693
                    233,                0.83121,                0.50166,                0.97497,                0.92232,                0.87571,                0.93117,                0.62717,                 1.0788,                0.55065,                 1.0138,             0.00085583,             0.00085583,             0.00085583
                    234,                0.85036,                0.50133,                0.97899,                0.95284,                0.87303,                0.94235,                0.65343,                 1.1032,                0.56172,                 1.0161,             0.00085473,             0.00085473,             0.00085473
                    235,                0.86472,                0.50703,                0.99254,                0.92408,                0.91241,                0.94767,                0.62099,                 1.1436,                0.56448,                 1.0568,             0.00085363,             0.00085363,             0.00085363
                    236,                0.78532,                0.48639,                0.93626,                0.92873,                0.91422,                0.95156,                0.62738,                 1.1422,                0.62283,                 1.0601,             0.00085253,             0.00085253,             0.00085253
                    237,                0.82916,                0.51558,                0.96072,                0.89416,                0.90791,                0.94494,                0.64286,                 1.1319,                0.59234,                  1.046,             0.00085143,             0.00085143,             0.00085143
                    238,                0.81571,                 0.4999,                0.97861,                0.92599,                0.87733,                0.94132,                0.61456,                 1.1073,                0.58686,                 1.0299,             0.00085033,             0.00085033,             0.00085033
                    239,                0.84341,                0.50013,                0.97011,                0.95998,                0.88588,                0.94821,                0.62643,                 1.1269,                0.53121,                 1.0449,             0.00084923,             0.00084923,             0.00084923
                    240,                0.86228,                0.49181,                 0.9666,                0.91579,                0.90524,                0.92008,                0.61381,                 1.1334,                0.60143,                 1.0427,             0.00084813,             0.00084813,             0.00084813
                    241,                0.83328,                0.50198,                0.95506,                0.94366,                0.91748,                0.95621,                0.62942,                 1.1623,                0.60134,                 1.0332,             0.00084703,             0.00084703,             0.00084703
                    242,                0.83969,                0.49782,                0.97063,                0.95121,                0.90433,                0.95068,                0.61774,                 1.1085,                0.59721,                 1.0268,             0.00084593,             0.00084593,             0.00084593
                    243,                0.85955,                0.50653,                0.97743,                0.87607,                0.89439,                0.93104,                0.62709,                 1.1216,                0.57258,                 1.0265,             0.00084483,             0.00084483,             0.00084483
                    244,                0.85403,                0.50572,                0.95719,                0.84782,                0.94422,                0.94394,                0.63273,                 1.1374,                0.58141,                 1.0326,             0.00084373,             0.00084373,             0.00084373
                    245,                0.82655,                0.48494,                0.96176,                0.91522,                0.90145,                0.95633,                0.65424,                 1.1184,                 0.5434,                 1.0237,             0.00084263,             0.00084263,             0.00084263
                    246,                0.81191,                0.48858,                0.95009,                 0.9356,                0.90387,                  0.954,                0.65053,                 1.0301,                0.55988,                0.99638,             0.00084153,             0.00084153,             0.00084153
                    247,                0.79674,                0.48675,                0.95548,                0.89496,                0.89777,                0.95246,                0.63756,                 1.0394,                0.54752,                 1.0369,             0.00084043,             0.00084043,             0.00084043
                    248,                0.79015,                0.48276,                0.96655,                0.90134,                0.90103,                0.93631,                0.63726,                 1.0201,                0.52714,                 1.0144,             0.00083933,             0.00083933,             0.00083933
                    249,                0.80238,                 0.4762,                0.95296,                0.92493,                0.92188,                0.95245,                0.63375,                 1.0315,                0.57403,                 1.0196,             0.00083823,             0.00083823,             0.00083823
                    250,                 0.8233,                0.49624,                0.97675,                0.92562,                 0.9102,                0.95241,                0.64047,                 1.0957,                0.56489,                 1.0211,             0.00083713,             0.00083713,             0.00083713
                    251,                0.84801,                 0.5082,                0.96961,                0.93476,                0.90774,                0.95315,                 0.6379,                 1.0499,                0.55404,                 1.0082,             0.00083603,             0.00083603,             0.00083603
                    252,                0.81615,                0.50976,                0.98317,                0.95125,                0.91601,                0.96206,                0.65272,                 1.0815,                0.53469,                 1.0243,             0.00083493,             0.00083493,             0.00083493
                    253,                0.81647,                 0.5012,                0.96965,                0.93283,                 0.9072,                 0.9494,                0.62957,                 1.0424,                0.56284,                 1.0005,             0.00083383,             0.00083383,             0.00083383
                    254,                0.84643,                0.53503,                0.96985,                0.91488,                0.89822,                0.95073,                0.64666,                 1.0409,                0.58144,                0.98661,             0.00083273,             0.00083273,             0.00083273
                    255,                0.78347,                0.49688,                0.95743,                0.85101,                  0.935,                0.94549,                0.64384,                 1.0455,                0.53674,                0.99771,             0.00083163,             0.00083163,             0.00083163
                    256,                0.81393,                0.53562,                 0.9719,                0.94268,                0.87282,                0.94023,                0.64987,                 1.0595,                0.50431,                 1.0152,             0.00083053,             0.00083053,             0.00083053
                    257,                0.81902,                0.50307,                0.97289,                 0.9119,                0.83907,                0.92149,                0.63396,                 1.1112,                0.58705,                 1.0365,             0.00082943,             0.00082943,             0.00082943
                    258,                0.78644,                 0.4938,                0.94679,                 0.8595,                0.91798,                0.93607,                0.63099,                 1.0758,                0.55106,                 1.0149,             0.00082833,             0.00082833,             0.00082833
                    259,                0.80584,                0.50276,                0.96311,                0.87327,                0.89618,                0.92532,                0.64184,                 1.0082,                0.52673,                0.98933,             0.00082723,             0.00082723,             0.00082723
                    260,                0.78142,                0.49677,                0.95504,                0.90423,                0.88591,                 0.9263,                0.62901,                0.99781,                0.55971,                0.99733,             0.00082613,             0.00082613,             0.00082613
                    261,                0.81188,                0.48634,                0.96957,                0.95596,                0.86955,                0.92947,                0.65044,                 1.0519,                0.51557,                 1.0105,             0.00082503,             0.00082503,             0.00082503
                    262,                0.82094,                0.50834,                0.96228,                0.95689,                0.85963,                 0.9427,                0.63491,                  1.094,                0.60979,                  1.032,             0.00082393,             0.00082393,             0.00082393
                    263,                0.80292,                0.47636,                0.94744,                0.93673,                0.85043,                0.93087,                 0.6444,                 1.0322,                0.59963,                0.98991,             0.00082283,             0.00082283,             0.00082283
                    264,                0.82431,                0.50492,                0.97665,                0.93121,                0.84665,                0.93109,                0.64747,                 1.0477,                0.57617,                0.99034,             0.00082173,             0.00082173,             0.00082173
                    265,                0.82266,                0.50593,                0.98678,                0.92012,                0.88973,                0.92463,                0.65041,                 1.0411,                0.51826,                  0.997,             0.00082063,             0.00082063,             0.00082063
                    266,                0.80717,                 0.5171,                0.94922,                0.93939,                0.80908,                0.91124,                0.60474,                 1.1565,                0.57744,                 1.0415,             0.00081953,             0.00081953,             0.00081953
                    267,                0.83201,                0.51973,                0.96454,                0.89989,                0.88806,                0.93824,                0.64063,                 1.0505,                0.52198,                 1.0017,             0.00081843,             0.00081843,             0.00081843
                    268,                0.79843,                0.50268,                0.94452,                0.88961,                 0.8561,                0.89528,                 0.6391,                  1.065,                  0.539,                 0.9988,             0.00081733,             0.00081733,             0.00081733
                    269,                0.79143,                0.50804,                0.95582,                0.88515,                0.85681,                 0.8931,                0.59925,                 1.1232,                0.57449,                 1.0349,             0.00081623,             0.00081623,             0.00081623
