                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.85306,                0.52685,                0.97716,                0.89076,                 0.8816,                0.92028,                0.59958,                 1.1257,                0.61138,                 1.0775,             0.00093502,             0.00093502,             0.00093502
                    162,                0.90916,                 0.5458,                 1.0291,                 0.9674,                0.85113,                0.92231,                0.62754,                 1.0556,                0.56241,                 1.0737,             0.00093392,             0.00093392,             0.00093392
                    163,                0.86409,                0.51424,                0.97772,                 0.8908,                0.86753,                0.93463,                0.62703,                 1.0227,                0.57931,                 1.0322,             0.00093282,             0.00093282,             0.00093282
                    164,                0.87962,                0.56086,                0.98152,                0.94063,                0.85262,                0.92507,                0.61768,                 1.0676,                0.63844,                 1.0389,             0.00093172,             0.00093172,             0.00093172
                    165,                0.91109,                0.56081,                0.99259,                0.86756,                0.90907,                0.94948,                0.63678,                 1.1145,                0.59573,                 1.0421,             0.00093062,             0.00093062,             0.00093062
                    166,                0.85386,                0.52899,                0.98268,                  0.918,                0.84081,                0.94177,                0.61162,                 1.1445,                0.64543,                 1.0808,             0.00092952,             0.00092952,             0.00092952
                    167,                0.83015,                0.49828,                0.95845,                0.97571,                0.84361,                0.93979,                0.64232,                 1.0547,                0.57189,                 1.0223,             0.00092842,             0.00092842,             0.00092842
                    168,                0.86912,                0.52992,                0.99813,                0.93244,                0.81863,                0.92215,                0.62322,                 1.1405,                0.62163,                 1.0577,             0.00092732,             0.00092732,             0.00092732
                    169,                0.87304,                0.52989,                 0.9903,                0.90795,                0.84665,                0.92733,                0.64671,                 1.0916,                0.63999,                 1.0556,             0.00092622,             0.00092622,             0.00092622
                    170,                0.86194,                0.51954,                  1.006,                0.93895,                0.84749,                0.92558,                0.61298,                 1.0921,                0.58595,                 1.0352,             0.00092512,             0.00092512,             0.00092512
                    171,                0.83372,                0.51658,                0.98551,                0.92995,                0.86921,                 0.9255,                0.64087,                  1.028,                0.54683,                  1.014,             0.00092402,             0.00092402,             0.00092402
                    172,                0.84371,                 0.5157,                0.99682,                0.96604,                0.86588,                0.92219,                0.61535,                  1.031,                0.53158,                 1.0437,             0.00092292,             0.00092292,             0.00092292
                    173,                0.86607,                  0.542,                 1.0053,                0.89035,                0.86729,                0.91366,                0.63891,                 1.0222,                0.57752,                 1.0399,             0.00092182,             0.00092182,             0.00092182
                    174,                0.89389,                0.54232,                0.99138,                 0.9046,                  0.864,                0.92607,                0.62334,                 1.1064,                0.56954,                 1.0562,             0.00092072,             0.00092072,             0.00092072
                    175,                0.90429,                0.55305,                0.99153,                0.88221,                0.89463,                0.91868,                0.61455,                 1.1381,                 0.5966,                 1.0602,             0.00091962,             0.00091962,             0.00091962
                    176,                0.85287,                 0.5438,                0.99001,                0.95771,                0.83657,                0.90935,                0.61334,                 1.0975,                0.53251,                 1.0438,             0.00091852,             0.00091852,             0.00091852
                    177,                0.85751,                0.55632,                0.99248,                0.85737,                 0.8765,                0.95588,                0.62748,                  1.077,                0.51336,                 1.0715,             0.00091742,             0.00091742,             0.00091742
                    178,                0.83391,                0.50032,                0.97599,                 0.9422,                0.86788,                0.92171,                 0.6285,                 1.1115,                0.53104,                 1.0631,             0.00091632,             0.00091632,             0.00091632
                    179,                0.80361,                0.48361,                0.96067,                0.86836,                0.88779,                0.92272,                0.61988,                 1.1047,                0.52405,                 1.0332,             0.00091522,             0.00091522,             0.00091522
                    180,                0.84866,                0.53405,                0.97214,                0.89643,                0.87211,                0.93618,                0.63516,                 1.1035,                0.50037,                 1.0484,             0.00091412,             0.00091412,             0.00091412
                    181,                0.85761,                0.50499,                0.98715,                0.90671,                0.86838,                0.93379,                 0.6486,                 1.0698,                0.51658,                 1.0343,             0.00091302,             0.00091302,             0.00091302
                    182,                0.88252,                0.52907,                 1.0065,                0.89851,                0.84737,                0.93992,                0.62005,                 1.0823,                0.57785,                 1.0522,             0.00091192,             0.00091192,             0.00091192
                    183,                0.86879,                0.52279,                0.97921,                0.93839,                0.89089,                0.94955,                0.65584,                 1.0453,                0.49857,                 1.0232,             0.00091082,             0.00091082,             0.00091082
                    184,                0.84283,                0.49052,                0.98629,                0.91144,                0.92293,                0.95146,                0.63322,                 1.0595,                  0.527,                  1.033,             0.00090972,             0.00090972,             0.00090972
                    185,                  0.816,                0.48967,                0.95528,                0.91501,                0.87022,                 0.9395,                0.63296,                 1.0451,                0.51592,                 1.0192,             0.00090862,             0.00090862,             0.00090862
                    186,                0.81942,                0.48707,                0.93568,                0.92989,                0.89599,                0.94365,                0.63418,                 1.1125,                0.51231,                 1.0555,             0.00090752,             0.00090752,             0.00090752
                    187,                0.82253,                0.49636,                0.96277,                  0.913,                0.89454,                0.94816,                0.61404,                 1.1084,                0.54936,                 1.0501,             0.00090642,             0.00090642,             0.00090642
                    188,                0.84016,                0.50135,                0.96289,                0.88866,                0.89038,                0.93137,                0.61348,                 1.0467,                0.58588,                 1.0342,             0.00090532,             0.00090532,             0.00090532
                    189,                0.82339,                0.49091,                0.95578,                0.92826,                0.85857,                0.95513,                0.62998,                 1.0755,                0.55894,                 1.0296,             0.00090422,             0.00090422,             0.00090422
                    190,                0.81247,                0.49261,                0.93685,                0.89075,                0.88216,                 0.9358,                  0.616,                 1.0867,                0.61745,                 1.0571,             0.00090312,             0.00090312,             0.00090312
                    191,                0.83649,                 0.5381,                 1.0009,                0.90962,                0.87476,                0.93555,                 0.6124,                 1.1213,                0.63784,                 1.0577,             0.00090202,             0.00090202,             0.00090202
                    192,                0.83782,                0.51266,                0.97291,                0.93086,                0.84291,                0.92321,                0.66361,                 1.0186,                0.54134,                  1.001,             0.00090092,             0.00090092,             0.00090092
                    193,                0.84746,                0.50749,                0.98906,                0.92358,                0.89782,                0.94673,                0.63038,                 1.1073,                 0.5517,                 1.0456,             0.00089982,             0.00089982,             0.00089982
                    194,                0.81049,                0.49122,                0.95704,                0.93495,                0.88141,                0.95018,                0.65381,                 1.0595,                 0.5134,                 1.0014,             0.00089872,             0.00089872,             0.00089872
                    195,                 0.8446,                0.52551,                0.98709,                0.91446,                 0.8951,                0.95352,                0.65406,                 1.0774,                0.56207,                 1.0253,             0.00089762,             0.00089762,             0.00089762
                    196,                0.81724,                0.51734,                0.95878,                0.92019,                0.89457,                 0.9313,                0.62611,                 1.0804,                0.54362,                 1.0482,             0.00089652,             0.00089652,             0.00089652
                    197,                0.79663,                0.50412,                0.95632,                0.89321,                 0.8607,                 0.9132,                0.62048,                 1.0986,                0.55733,                 1.0499,             0.00089542,             0.00089542,             0.00089542
                    198,                0.83114,                0.51896,                 0.9574,                0.90542,                0.86058,                0.93722,                0.64054,                 1.0387,                0.50988,                 1.0214,             0.00089432,             0.00089432,             0.00089432
                    199,                0.79726,                0.48965,                0.97774,                0.88928,                0.92561,                0.95786,                 0.6355,                 1.0802,                0.52107,                 1.0373,             0.00089322,             0.00089322,             0.00089322
                    200,                0.80173,                 0.4823,                0.97445,                0.95228,                0.85455,                0.94112,                0.64926,                 1.0492,                 0.5024,                 1.0222,             0.00089212,             0.00089212,             0.00089212
                    201,                0.80499,                0.49561,                0.96047,                0.87923,                0.86194,                 0.9362,                0.65028,                 1.0747,                0.53738,                 1.0154,             0.00089102,             0.00089102,             0.00089102
                    202,                0.82721,                0.48014,                0.96311,                0.94247,                0.88791,                0.95014,                 0.6226,                 1.1609,                0.53228,                 1.0744,             0.00088992,             0.00088992,             0.00088992
                    203,                0.83712,                0.49251,                0.97506,                0.95981,                0.86601,                0.94149,                0.63743,                 1.1013,                0.48701,                 1.0519,             0.00088882,             0.00088882,             0.00088882
                    204,                0.82431,                0.48693,                0.94537,                0.89596,                 0.8924,                0.93317,                0.62875,                 1.0826,                0.52359,                 1.0056,             0.00088772,             0.00088772,             0.00088772
                    205,                0.83826,                0.48425,                0.95521,                0.94683,                 0.8413,                0.91855,                0.59703,                 1.1485,                0.53569,                 1.0387,             0.00088662,             0.00088662,             0.00088662
                    206,                0.81432,                0.46904,                0.96016,                0.89297,                0.84578,                0.91673,                0.63307,                 1.1332,                0.54005,                 1.0247,             0.00088552,             0.00088552,             0.00088552
                    207,                0.81655,                0.46338,                0.96299,                0.91736,                0.85208,                0.91556,                0.62843,                 1.0167,                0.53163,                 1.0204,             0.00088442,             0.00088442,             0.00088442
                    208,                0.80514,                0.45711,                0.94867,                 0.8881,                0.92433,                0.94356,                0.64757,                 1.0541,                0.50499,                 1.0053,             0.00088332,             0.00088332,             0.00088332
                    209,                0.79647,                0.47763,                0.97695,                0.91108,                0.92029,                 0.9481,                0.63906,                 1.1339,                0.50455,                 1.0336,             0.00088222,             0.00088222,             0.00088222
                    210,                 0.8033,                0.49129,                0.95898,                0.92645,                0.94686,                0.96276,                0.65523,                 1.1424,                0.50511,                 1.0416,             0.00088112,             0.00088112,             0.00088112
                    211,                0.84245,                0.49043,                0.97527,                0.87277,                0.93392,                0.95319,                0.64692,                 1.0924,                0.49826,                 1.0476,             0.00088002,             0.00088002,             0.00088002
                    212,                 0.7607,                0.44026,                0.95189,                0.90881,                0.91454,                0.95695,                0.65434,                  1.105,                0.52421,                 1.0303,             0.00087892,             0.00087892,             0.00087892
                    213,                0.79947,                0.46025,                0.95012,                0.95963,                 0.8302,                0.93289,                 0.6612,                 1.0146,                0.49157,                0.98974,             0.00087782,             0.00087782,             0.00087782
                    214,                0.76977,                0.45139,                0.92714,                0.94806,                0.87186,                0.92806,                0.63052,                 1.0878,                0.59529,                 1.0252,             0.00087672,             0.00087672,             0.00087672
                    215,                 0.7474,                0.45032,                0.94277,                0.91598,                0.85876,                0.94258,                0.64284,                 1.0041,                0.52879,                0.99796,             0.00087562,             0.00087562,             0.00087562
                    216,                0.81707,                0.46661,                0.97656,                0.93738,                0.85104,                0.94562,                0.62769,                 1.0102,                 0.5657,                0.98971,             0.00087452,             0.00087452,             0.00087452
                    217,                0.80267,                0.48387,                0.98223,                0.95956,                0.90321,                0.96456,                0.62443,                  1.177,                0.55782,                 1.0721,             0.00087342,             0.00087342,             0.00087342
                    218,                0.81632,                0.48027,                0.96032,                0.86488,                0.83831,                 0.8966,                0.60362,                 1.0566,                0.59821,                 1.0381,             0.00087232,             0.00087232,             0.00087232
                    219,                 0.7945,                0.46649,                0.93546,                0.93203,                0.87928,                0.92954,                0.62225,                 1.0766,                0.54956,                  1.049,             0.00087122,             0.00087122,             0.00087122
                    220,                0.76916,                0.46015,                0.93282,                0.93942,                0.91337,                0.97102,                0.65368,                 1.0739,                0.52285,                 1.0278,             0.00087012,             0.00087012,             0.00087012
                    221,                0.78566,                0.47147,                0.96296,                0.92426,                0.89352,                0.94359,                0.64738,                 1.0901,                 0.5031,                 1.0462,             0.00086902,             0.00086902,             0.00086902
                    222,                0.75656,                 0.4699,                0.94305,                0.91114,                0.92696,                0.95936,                0.64675,                 1.0498,                0.51657,                 1.0104,             0.00086792,             0.00086792,             0.00086792
                    223,                0.73881,                0.44863,                0.93248,                0.89539,                0.88617,                0.91831,                0.64645,                 1.0041,                0.50674,                 1.0094,             0.00086682,             0.00086682,             0.00086682
                    224,                0.76259,                0.46269,                0.95158,                0.88936,                 0.8912,                0.93233,                0.62089,                 1.0071,                0.51818,                0.99379,             0.00086572,             0.00086572,             0.00086572
                    225,                0.78541,                0.49327,                0.94772,                0.86767,                0.88501,                0.90026,                 0.6191,                 1.0398,                0.50973,                 1.0084,             0.00086462,             0.00086462,             0.00086462
                    226,                0.77383,                0.46243,                0.95265,                0.96118,                0.91339,                0.95215,                0.64155,                 1.0479,                0.52045,                 0.9995,             0.00086352,             0.00086352,             0.00086352
                    227,                0.74273,                0.44259,                 0.9386,                0.94645,                0.92128,                0.95719,                 0.6422,                 1.1043,                0.52754,                 1.0115,             0.00086242,             0.00086242,             0.00086242
                    228,                0.73514,                0.44205,                0.92702,                0.97127,                0.88214,                0.94479,                0.62855,                 1.0719,                0.53839,                 1.0065,             0.00086132,             0.00086132,             0.00086132
                    229,                0.73917,                0.44526,                 0.9436,                0.93843,                0.90534,                0.94297,                0.64575,                 1.0367,                0.52061,                0.99575,             0.00086023,             0.00086023,             0.00086023
                    230,                0.76999,                0.45588,                0.96069,                0.90739,                0.86913,                0.90484,                0.62266,                 1.0669,                0.56941,                 1.0016,             0.00085913,             0.00085913,             0.00085913
                    231,                0.79125,                0.47634,                0.92809,                0.90203,                0.86655,                0.94339,                0.65468,                 1.0583,                0.55369,                  1.024,             0.00085803,             0.00085803,             0.00085803
                    232,                0.78863,                0.49553,                0.95436,                0.87764,                 0.8662,                0.93315,                0.63778,                 1.0256,                0.52965,                 1.0091,             0.00085693,             0.00085693,             0.00085693
                    233,                0.79545,                0.47217,                0.94619,                0.94308,                0.86241,                 0.9567,                 0.6193,                 1.1179,                 0.5206,                 1.0238,             0.00085583,             0.00085583,             0.00085583
                    234,                0.77622,                0.45564,                0.94819,                0.90068,                0.90015,                0.97329,                0.63426,                 1.1158,                0.51665,                  1.042,             0.00085473,             0.00085473,             0.00085473
                    235,                0.75693,                0.45005,                0.94851,                0.89519,                 0.8978,                0.96319,                0.62149,                 1.1305,                0.52793,                 1.0701,             0.00085363,             0.00085363,             0.00085363
                    236,                0.70132,                0.42897,                0.90202,                 0.9245,                0.88338,                0.94539,                0.62078,                 1.1063,                0.54353,                 1.0702,             0.00085253,             0.00085253,             0.00085253
                    237,                0.73888,                0.45689,                0.92102,                0.96205,                0.87269,                0.94583,                0.63219,                 1.1208,                  0.544,                 1.0493,             0.00085143,             0.00085143,             0.00085143
                    238,                0.72711,                0.43761,                 0.9408,                0.90685,                0.87415,                0.92782,                  0.621,                 1.1142,                0.51956,                 1.0594,             0.00085033,             0.00085033,             0.00085033
                    239,                0.74583,                0.44241,                0.92782,                0.91787,                0.87194,                0.94287,                0.63684,                  1.028,                0.50466,                 1.0285,             0.00084923,             0.00084923,             0.00084923
                    240,                0.75187,                0.42991,                0.93238,                0.85683,                0.90596,                0.93523,                0.62966,                 1.0352,                0.55921,                 1.0028,             0.00084813,             0.00084813,             0.00084813
                    241,                0.71735,                 0.4245,                0.92045,                0.95453,                 0.8926,                0.95991,                0.66449,                 1.0556,                0.49313,                 1.0069,             0.00084703,             0.00084703,             0.00084703
                    242,                0.75099,                0.44407,                0.93885,                0.92033,                0.86088,                0.93282,                0.63455,                 1.0378,                0.57394,                 1.0257,             0.00084593,             0.00084593,             0.00084593
                    243,                0.73738,                0.44715,                0.93874,                 0.9333,                0.89144,                0.94347,                0.64211,                  1.004,                0.49961,                 1.0095,             0.00084483,             0.00084483,             0.00084483
                    244,                0.76957,                0.45466,                0.92015,                0.94691,                0.86486,                0.95732,                0.64831,                 1.0683,                0.50661,                 1.0338,             0.00084373,             0.00084373,             0.00084373
                    245,                0.73561,                0.44588,                0.93142,                0.93911,                0.90694,                0.95483,                0.64985,                 1.0779,                0.50534,                 1.0379,             0.00084263,             0.00084263,             0.00084263
                    246,                 0.7367,                0.43903,                0.91462,                0.90712,                0.91567,                0.96209,                0.65934,                0.97782,                0.45819,                 1.0148,             0.00084153,             0.00084153,             0.00084153
                    247,                0.73122,                0.42522,                0.92788,                0.94796,                0.84379,                0.92105,                0.62877,                 1.0322,                0.51089,                   1.04,             0.00084043,             0.00084043,             0.00084043
                    248,                 0.7028,                0.42534,                 0.9281,                 0.9302,                0.90365,                 0.9511,                0.63962,                 1.0189,                0.54674,                 1.0361,             0.00083933,             0.00083933,             0.00083933
                    249,                0.71732,                0.43991,                0.92274,                0.88525,                0.87872,                0.93745,                0.63367,                0.93898,                0.46475,                0.99053,             0.00083823,             0.00083823,             0.00083823
                    250,                0.72693,                0.43563,                0.94997,                0.94036,                0.90082,                0.96538,                0.65266,                 1.0149,                0.46106,                0.99909,             0.00083713,             0.00083713,             0.00083713
                    251,                0.73322,                0.44418,                0.93531,                0.93369,                0.84002,                0.93788,                0.63298,                 1.0202,                0.49568,                0.99064,             0.00083603,             0.00083603,             0.00083603
                    252,                0.71146,                0.43225,                0.94744,                0.94956,                0.82626,                0.89819,                0.61683,                 1.0358,                0.49484,                 1.0057,             0.00083493,             0.00083493,             0.00083493
                    253,                0.74223,                0.44416,                0.95072,                0.92156,                0.84789,                0.90981,                0.61613,                 1.0566,                0.52007,                 1.0411,             0.00083383,             0.00083383,             0.00083383
                    254,                0.71913,                0.45369,                 0.9357,                0.90891,                0.84952,                0.93143,                0.63897,                 1.0374,                0.46076,                 1.0048,             0.00083273,             0.00083273,             0.00083273
                    255,                0.72088,                 0.4603,                 0.9354,                0.84762,                0.90783,                0.93722,                0.64154,                 1.0812,                0.47989,                 1.0124,             0.00083163,             0.00083163,             0.00083163
                    256,                0.73106,                0.44872,                0.94249,                0.91129,                0.85366,                0.93605,                0.64563,                 1.0266,                0.56285,                 1.0057,             0.00083053,             0.00083053,             0.00083053
                    257,                0.74461,                0.45213,                0.95188,                0.92874,                0.89897,                0.93366,                0.64562,                 1.0275,                0.54553,                  1.024,             0.00082943,             0.00082943,             0.00082943
                    258,                  0.708,                0.43847,                0.93079,                0.89416,                0.86213,                0.91549,                0.63112,                 1.0875,                0.52525,                 1.0441,             0.00082833,             0.00082833,             0.00082833
                    259,                0.76394,                0.46551,                0.94858,                 0.9089,                0.88181,                0.92508,                0.62932,                 1.0717,                0.51869,                 1.0376,             0.00082723,             0.00082723,             0.00082723
                    260,                0.75141,                0.44754,                0.92834,                0.87296,                0.85708,                0.90769,                0.62994,                 1.0315,                0.52042,                 1.0315,             0.00082613,             0.00082613,             0.00082613
                    261,                0.75017,                0.45197,                0.93827,                0.94331,                0.86445,                0.92999,                0.62002,                 1.0608,                0.52135,                 1.0163,             0.00082503,             0.00082503,             0.00082503
                    262,                0.73654,                0.45611,                0.93522,                0.88776,                0.90352,                 0.9525,                0.62594,                 1.0989,                0.52914,                 1.0421,             0.00082393,             0.00082393,             0.00082393
                    263,                0.72623,                0.42286,                0.91778,                0.89208,                0.87029,                0.93201,                0.64801,                 1.0288,                0.50551,                  1.017,             0.00082283,             0.00082283,             0.00082283
                    264,                0.73463,                0.42979,                0.93311,                0.83449,                0.92357,                0.92229,                0.63643,                 1.0462,                0.50103,                 1.0456,             0.00082173,             0.00082173,             0.00082173
                    265,                0.74593,                0.43992,                0.95554,                0.86593,                0.86889,                0.92846,                0.63745,                  1.081,                0.51651,                 1.0426,             0.00082063,             0.00082063,             0.00082063
                    266,                0.69858,                0.43551,                0.90293,                0.92738,                 0.8855,                0.93697,                0.63241,                 1.0436,                0.51271,                 1.0438,             0.00081953,             0.00081953,             0.00081953
                    267,                 0.7053,                0.42972,                0.92189,                0.97645,                0.82663,                0.92391,                 0.6302,                 1.0785,                0.50355,                 1.0476,             0.00081843,             0.00081843,             0.00081843
                    268,                0.68247,                 0.4103,                0.91187,                0.89544,                0.91567,                0.94487,                0.61657,                 1.0748,                0.53062,                 1.0386,             0.00081733,             0.00081733,             0.00081733
                    269,                0.71039,                0.42564,                0.92134,                0.92195,                0.90006,                0.93682,                 0.6494,                0.98998,                0.50713,                 1.0099,             0.00081623,             0.00081623,             0.00081623
                    270,                0.68724,                0.40948,                0.91077,                0.89972,                0.84222,                0.90034,                0.63348,                 1.0283,                0.47894,                0.99635,             0.00081513,             0.00081513,             0.00081513
                    271,                0.73887,                 0.4305,                0.92296,                0.95019,                0.86567,                0.94547,                0.63516,                 1.1072,                0.50595,                 1.0298,             0.00081403,             0.00081403,             0.00081403
                    272,                 0.6896,                0.40722,                 0.9116,                 0.9378,                0.85762,                0.94594,                0.64566,                 1.0215,                0.45969,                 1.0112,             0.00081293,             0.00081293,             0.00081293
                    273,                0.67592,                0.40849,                0.90891,                0.94775,                0.82845,                0.92131,                0.62831,                 1.0653,                0.50123,                 1.0454,             0.00081183,             0.00081183,             0.00081183
                    274,                0.67426,                0.40562,                0.92284,                0.93815,                0.81396,                0.92697,                0.62448,                  1.099,                0.62536,                 1.0653,             0.00081073,             0.00081073,             0.00081073
                    275,                0.67727,                0.40857,                0.90958,                0.92113,                0.87254,                0.96103,                 0.6329,                 1.0562,                0.51726,                 1.0159,             0.00080963,             0.00080963,             0.00080963
                    276,                0.76372,                   0.43,                0.94827,                0.92639,                0.85834,                0.94034,                0.63982,                 1.0274,                0.47695,                 1.0065,             0.00080853,             0.00080853,             0.00080853
                    277,                0.71146,                0.42267,                0.93253,                0.95338,                 0.8357,                0.94538,                0.64288,                0.98362,                0.48684,                 1.0076,             0.00080743,             0.00080743,             0.00080743
                    278,                0.70458,                0.43223,                0.91375,                0.90144,                 0.8541,                0.94541,                0.61659,                 1.0652,                 0.5289,                  1.026,             0.00080633,             0.00080633,             0.00080633
                    279,                0.71249,                0.40385,                0.92639,                0.95224,                0.83942,                0.93304,                0.62328,                 1.0501,                 0.5085,                 1.0349,             0.00080523,             0.00080523,             0.00080523
                    280,                0.69123,                0.43506,                0.92246,                0.95532,                0.85011,                0.93778,                0.64004,                 1.0134,                0.49081,                 1.0094,             0.00080413,             0.00080413,             0.00080413
                    281,                0.68323,                0.41061,                0.90386,                0.90835,                0.90711,                0.94296,                0.64009,                0.99145,                 0.5125,                 1.0125,             0.00080303,             0.00080303,             0.00080303
                    282,                0.66194,                0.41284,                0.90118,                0.86352,                0.92345,                0.94253,                0.65323,                0.99526,                0.47327,                 1.0033,             0.00080193,             0.00080193,             0.00080193
                    283,                0.66328,                 0.4109,                0.90818,                0.96382,                0.81972,                0.92508,                0.66588,                0.97973,                0.45831,                0.98777,             0.00080083,             0.00080083,             0.00080083
                    284,                0.67912,                0.41157,                0.91005,                0.97147,                0.85963,                0.95118,                0.65098,                 1.0358,                0.47173,                 1.0149,             0.00079973,             0.00079973,             0.00079973
                    285,                0.70219,                 0.4124,                0.90166,                0.86943,                0.89658,                0.94612,                0.64591,                 1.0287,                0.45316,                 1.0115,             0.00079863,             0.00079863,             0.00079863
                    286,                0.70486,                0.41296,                0.91512,                0.89583,                0.88069,                0.91377,                0.63822,                0.97871,                0.47609,                0.99266,             0.00079753,             0.00079753,             0.00079753
                    287,                0.67327,                0.39761,                0.90856,                0.81928,                0.85762,                0.89758,                0.63226,                0.99229,                 0.5238,                0.99869,             0.00079643,             0.00079643,             0.00079643
                    288,                0.70065,                0.41612,                0.91569,                0.90106,                0.92396,                0.94036,                0.62826,                 1.0148,                0.50128,                 1.0283,             0.00079533,             0.00079533,             0.00079533
                    289,                0.67439,                 0.3981,                0.90696,                0.89423,                0.89796,                0.92812,                0.63778,                 1.0188,                0.48692,                 1.0084,             0.00079423,             0.00079423,             0.00079423
                    290,                0.68125,                0.41907,                0.91089,                0.91232,                0.85779,                0.93466,                0.64573,                0.99601,                0.48356,                0.98631,             0.00079313,             0.00079313,             0.00079313
                    291,                0.68762,                0.42345,                0.92945,                0.90985,                0.83853,                0.91195,                0.62447,                 1.0012,                0.50375,                0.99624,             0.00079203,             0.00079203,             0.00079203
                    292,                0.65146,                0.39276,                0.89006,                0.92679,                0.84287,                 0.9295,                 0.6244,                 1.0508,                0.50979,                 1.0302,             0.00079093,             0.00079093,             0.00079093
                    293,                0.68196,                0.40714,                 0.9297,                 0.8868,                0.86607,                0.95351,                0.64002,                0.99589,                0.49437,                 1.0109,             0.00078983,             0.00078983,             0.00078983
                    294,                0.67751,                0.43168,                0.91968,                0.83109,                0.92159,                0.93257,                0.63385,                 1.0008,                 0.4749,                 1.0044,             0.00078873,             0.00078873,             0.00078873
