               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.029161,           0.0078696,           0.0030345,             0.96064,             0.91075,             0.95613,             0.60808,            0.028202,           0.0059436,           0.0020511,            0.008515,            0.008515,            0.008515
                 152,            0.027464,           0.0079582,           0.0032651,             0.96076,             0.91611,             0.95425,             0.61124,            0.028938,           0.0059323,           0.0023489,           0.0085051,           0.0085051,           0.0085051
                 153,            0.027871,           0.0082475,           0.0033566,             0.96324,              0.9477,             0.98324,             0.59942,             0.03119,            0.006059,           0.0019068,           0.0084952,           0.0084952,           0.0084952
                 154,            0.028192,           0.0076516,           0.0033476,             0.97706,             0.93283,             0.97462,             0.59775,            0.028185,           0.0061237,           0.0018921,           0.0084853,           0.0084853,           0.0084853
                 155,            0.028162,           0.0078766,           0.0031436,             0.95963,             0.90016,              0.9426,             0.60821,            0.027535,           0.0059457,            0.002992,           0.0084754,           0.0084754,           0.0084754
                 156,            0.027209,           0.0077063,           0.0035707,             0.95693,             0.89996,             0.93826,              0.5777,            0.031025,           0.0060748,           0.0028753,           0.0084655,           0.0084655,           0.0084655
                 157,            0.029335,           0.0079392,           0.0026868,             0.95863,             0.92795,             0.94611,              0.6081,            0.029694,           0.0060822,           0.0030104,           0.0084556,           0.0084556,           0.0084556
                 158,            0.028252,           0.0076647,           0.0036599,              0.9616,             0.93267,             0.94494,             0.60924,            0.027177,           0.0063016,           0.0025243,           0.0084457,           0.0084457,           0.0084457
                 159,             0.02993,           0.0085933,           0.0035359,             0.91731,             0.92248,             0.95356,             0.62207,            0.027256,           0.0062219,           0.0022739,           0.0084358,           0.0084358,           0.0084358
                 160,            0.029291,           0.0081865,           0.0029498,             0.93197,             0.88975,              0.9358,              0.5945,            0.027553,           0.0062115,           0.0017474,           0.0084259,           0.0084259,           0.0084259
                 161,            0.028856,           0.0080937,           0.0033974,             0.94803,             0.92555,             0.94518,             0.56552,             0.02892,           0.0059164,           0.0016434,            0.008416,            0.008416,            0.008416
                 162,            0.030579,           0.0086263,           0.0029365,             0.97561,             0.90932,             0.94974,             0.58137,            0.032251,           0.0060599,           0.0020151,           0.0084061,           0.0084061,           0.0084061
                 163,            0.027846,           0.0081536,           0.0031779,             0.98149,             0.93849,             0.98231,             0.60401,            0.030055,           0.0060245,           0.0019779,           0.0083962,           0.0083962,           0.0083962
                 164,            0.028615,           0.0083736,           0.0029312,             0.97049,             0.93248,             0.97052,             0.61338,            0.027688,           0.0058539,           0.0021607,           0.0083863,           0.0083863,           0.0083863
                 165,            0.028837,           0.0079602,           0.0032554,             0.96757,             0.94296,             0.97175,             0.61943,             0.02786,           0.0058429,           0.0027653,           0.0083764,           0.0083764,           0.0083764
                 166,            0.029644,           0.0071232,           0.0030393,             0.99177,             0.92715,             0.95907,             0.58832,            0.030407,           0.0059808,           0.0028536,           0.0083665,           0.0083665,           0.0083665
                 167,            0.028812,           0.0078275,           0.0025258,             0.97498,             0.90351,             0.95759,             0.61128,            0.026687,           0.0058896,           0.0025829,           0.0083566,           0.0083566,           0.0083566
                 168,            0.028745,           0.0074837,           0.0027742,             0.97094,             0.89871,             0.95565,             0.60089,            0.027737,           0.0059021,           0.0027755,           0.0083467,           0.0083467,           0.0083467
                 169,            0.029581,           0.0078645,           0.0027856,             0.98929,             0.89246,             0.95214,             0.62365,             0.02746,           0.0061328,            0.002737,           0.0083368,           0.0083368,           0.0083368
                 170,            0.029192,           0.0077952,           0.0033448,             0.99295,              0.8926,             0.95084,             0.59534,            0.027835,           0.0062012,           0.0026115,           0.0083269,           0.0083269,           0.0083269
                 171,            0.028393,           0.0077837,           0.0039925,             0.98408,             0.90247,             0.95954,             0.60605,            0.026162,           0.0060147,           0.0022004,            0.008317,            0.008317,            0.008317
                 172,            0.028406,           0.0073207,            0.002984,             0.95023,             0.92116,              0.9597,             0.62264,            0.026368,           0.0060699,           0.0021811,           0.0083071,           0.0083071,           0.0083071
                 173,            0.028021,           0.0085236,           0.0030768,             0.94404,             0.91389,             0.95864,             0.60509,            0.026035,           0.0060263,           0.0021743,           0.0082972,           0.0082972,           0.0082972
                 174,            0.027594,           0.0075997,           0.0022589,             0.90056,              0.9348,             0.94019,             0.61045,              0.0272,           0.0063071,           0.0030433,           0.0082873,           0.0082873,           0.0082873
                 175,            0.029024,            0.007614,           0.0031784,             0.96519,             0.89562,             0.95154,             0.59936,            0.027344,           0.0061285,           0.0025053,           0.0082774,           0.0082774,           0.0082774
                 176,            0.028228,           0.0080957,           0.0034181,             0.95124,             0.91907,              0.9698,             0.60696,             0.02806,           0.0059128,           0.0026613,           0.0082675,           0.0082675,           0.0082675
                 177,            0.028021,            0.007885,           0.0031129,             0.97286,             0.89597,             0.98429,             0.63534,            0.025688,            0.005863,           0.0024167,           0.0082576,           0.0082576,           0.0082576
                 178,             0.02932,           0.0078216,           0.0031826,             0.90876,             0.98589,             0.98982,             0.63634,            0.026131,           0.0058078,            0.001839,           0.0082477,           0.0082477,           0.0082477
                 179,            0.029906,           0.0080199,           0.0030663,             0.95722,             0.92693,             0.98215,             0.61425,               0.027,           0.0058218,           0.0018922,           0.0082378,           0.0082378,           0.0082378
                 180,            0.027275,           0.0082996,           0.0026514,             0.91114,             0.94589,             0.97493,                0.62,            0.026725,           0.0056244,           0.0029204,           0.0082279,           0.0082279,           0.0082279
                 181,            0.028613,           0.0085394,           0.0028895,             0.93709,              0.9792,             0.97877,             0.62245,            0.026534,           0.0056338,           0.0017029,            0.008218,            0.008218,            0.008218
                 182,            0.028943,           0.0084408,           0.0027688,             0.93973,             0.96828,             0.97572,             0.61185,            0.027258,           0.0056802,           0.0015515,           0.0082081,           0.0082081,           0.0082081
                 183,            0.029006,           0.0079942,           0.0029741,             0.92276,             0.96577,             0.97614,             0.61751,            0.027473,           0.0059616,           0.0017456,           0.0081982,           0.0081982,           0.0081982
                 184,            0.028346,           0.0080623,           0.0024286,             0.91852,              0.9536,              0.9734,             0.62437,            0.025875,           0.0060001,           0.0020022,           0.0081883,           0.0081883,           0.0081883
                 185,            0.028689,           0.0082454,           0.0025456,             0.92717,             0.95783,              0.9604,              0.6343,            0.025735,            0.005712,           0.0021629,           0.0081784,           0.0081784,           0.0081784
                 186,            0.028611,           0.0083593,           0.0025738,             0.94366,             0.94675,             0.96767,             0.62851,            0.026486,           0.0058221,           0.0020788,           0.0081685,           0.0081685,           0.0081685
                 187,            0.028467,           0.0080912,            0.002525,             0.92855,             0.95783,             0.95544,             0.64032,            0.026095,           0.0058636,           0.0021967,           0.0081586,           0.0081586,           0.0081586
                 188,            0.027695,           0.0074681,           0.0024863,             0.98525,             0.92706,             0.97314,             0.62911,            0.027066,           0.0060452,            0.002073,           0.0081487,           0.0081487,           0.0081487
                 189,            0.027622,           0.0076633,           0.0027113,             0.97274,             0.91368,             0.97781,             0.62195,            0.028027,           0.0059912,           0.0018069,           0.0081388,           0.0081388,           0.0081388
                 190,             0.02872,           0.0075225,           0.0027929,             0.95606,             0.93956,             0.97849,             0.63422,             0.02891,           0.0060049,           0.0019146,           0.0081289,           0.0081289,           0.0081289
                 191,            0.026685,           0.0078407,           0.0022455,             0.97798,             0.94788,             0.96883,             0.64069,            0.025789,           0.0058316,           0.0021217,            0.008119,            0.008119,            0.008119
                 192,            0.026653,           0.0085909,           0.0025521,             0.92649,             0.97302,             0.98784,             0.62342,            0.024767,           0.0058347,           0.0016525,           0.0081091,           0.0081091,           0.0081091
                 193,            0.026647,           0.0071445,           0.0038157,             0.95925,             0.92052,             0.97807,             0.59848,            0.027585,           0.0059296,           0.0016316,           0.0080992,           0.0080992,           0.0080992
                 194,            0.028635,           0.0079146,           0.0028028,             0.92419,             0.90512,             0.97529,             0.63579,            0.026587,           0.0063452,           0.0026213,           0.0080893,           0.0080893,           0.0080893
                 195,            0.027048,           0.0079966,           0.0030717,             0.96112,             0.95845,             0.98803,             0.64772,            0.025392,           0.0056577,           0.0016834,           0.0080794,           0.0080794,           0.0080794
                 196,            0.028719,           0.0078044,           0.0031991,             0.94264,             0.91965,             0.96731,             0.63058,            0.025175,           0.0058398,           0.0027926,           0.0080695,           0.0080695,           0.0080695
                 197,            0.027069,           0.0081017,           0.0033877,             0.96001,             0.91653,             0.96452,             0.62121,            0.025194,           0.0061276,           0.0035874,           0.0080596,           0.0080596,           0.0080596
                 198,            0.027269,           0.0074319,           0.0031834,             0.94354,             0.94817,              0.9653,             0.63486,            0.028436,           0.0061401,           0.0018406,           0.0080497,           0.0080497,           0.0080497
                 199,            0.027512,           0.0078118,           0.0024283,             0.96451,             0.94406,             0.96997,              0.6216,            0.026371,           0.0059122,           0.0019337,           0.0080398,           0.0080398,           0.0080398
                 200,            0.028567,           0.0080542,           0.0027908,             0.97369,             0.95611,             0.97709,               0.624,            0.025813,           0.0058316,            0.002113,           0.0080299,           0.0080299,           0.0080299
                 201,            0.027888,           0.0077672,            0.002896,             0.94823,              0.9402,             0.96991,             0.63315,            0.025043,           0.0058173,           0.0023319,             0.00802,             0.00802,             0.00802
                 202,            0.026729,           0.0075229,           0.0030098,             0.93031,             0.94062,             0.97311,             0.63297,            0.025148,           0.0057083,            0.002045,           0.0080101,           0.0080101,           0.0080101
                 203,            0.025123,              0.0083,           0.0025701,             0.96182,             0.91845,             0.97672,              0.6471,            0.024118,           0.0054694,           0.0018951,           0.0080002,           0.0080002,           0.0080002
                 204,            0.026861,           0.0075357,           0.0025645,             0.94138,             0.96563,             0.97269,             0.61325,            0.025724,           0.0057278,           0.0019358,           0.0079903,           0.0079903,           0.0079903
                 205,            0.027471,           0.0080149,           0.0026884,              0.9472,             0.97033,             0.97003,             0.60115,            0.026174,           0.0057181,           0.0021002,           0.0079804,           0.0079804,           0.0079804
                 206,            0.026662,           0.0074103,           0.0033394,             0.93009,             0.95738,             0.96424,             0.59686,            0.027269,           0.0058484,           0.0021166,           0.0079705,           0.0079705,           0.0079705
                 207,            0.027334,           0.0076571,           0.0029324,              0.9215,             0.97033,             0.96498,             0.59551,            0.026717,            0.005993,            0.002522,           0.0079606,           0.0079606,           0.0079606
                 208,            0.027345,           0.0071608,           0.0031638,             0.97309,             0.93911,             0.96686,             0.60682,            0.025513,           0.0058368,           0.0027122,           0.0079507,           0.0079507,           0.0079507
                 209,            0.026357,           0.0074334,           0.0025689,             0.98586,             0.95495,             0.96835,             0.58448,             0.02776,            0.005986,           0.0025047,           0.0079408,           0.0079408,           0.0079408
                 210,            0.027212,           0.0074585,           0.0027241,             0.95794,             0.96878,             0.96559,              0.6373,            0.025623,           0.0059729,           0.0020865,           0.0079309,           0.0079309,           0.0079309
                 211,            0.025728,           0.0074328,           0.0030834,             0.94136,             0.95945,             0.96323,              0.6135,            0.024006,           0.0058337,           0.0022929,            0.007921,            0.007921,            0.007921
                 212,            0.027067,           0.0082042,           0.0034391,             0.91425,             0.95767,             0.96069,             0.63681,            0.024785,           0.0058936,           0.0035915,           0.0079111,           0.0079111,           0.0079111
                 213,            0.026314,           0.0077839,           0.0027279,             0.93974,             0.97033,             0.96563,              0.6307,            0.024294,           0.0057312,           0.0023998,           0.0079012,           0.0079012,           0.0079012
                 214,            0.026874,           0.0081583,           0.0025993,             0.94548,              0.9545,             0.96568,             0.61351,             0.02629,           0.0058417,           0.0021875,           0.0078913,           0.0078913,           0.0078913
                 215,            0.026449,           0.0075781,           0.0025757,             0.97942,             0.95776,             0.96819,             0.61098,             0.02649,           0.0059317,           0.0018694,           0.0078814,           0.0078814,           0.0078814
                 216,            0.026465,           0.0075993,           0.0025775,             0.96899,             0.94427,             0.96521,             0.61907,             0.02666,           0.0059714,           0.0021298,           0.0078715,           0.0078715,           0.0078715
                 217,            0.026361,           0.0078511,           0.0029767,             0.98052,             0.92995,             0.96695,             0.62005,            0.026859,           0.0057611,           0.0023938,           0.0078616,           0.0078616,           0.0078616
                 218,             0.02588,           0.0070886,           0.0023956,             0.98438,              0.9393,             0.96697,              0.6514,             0.02634,            0.005871,           0.0023594,           0.0078517,           0.0078517,           0.0078517
                 219,            0.026241,            0.007523,           0.0035416,             0.95842,             0.94455,             0.96556,             0.64277,            0.025235,            0.005788,            0.002135,           0.0078418,           0.0078418,           0.0078418
                 220,            0.025445,           0.0078474,           0.0023863,             0.95259,             0.91739,             0.96168,             0.62537,            0.025085,           0.0057654,           0.0021157,           0.0078319,           0.0078319,           0.0078319
                 221,            0.026127,           0.0079785,           0.0019873,             0.96061,             0.92752,             0.95815,             0.63051,            0.024711,           0.0057172,           0.0022042,            0.007822,            0.007822,            0.007822
                 222,            0.025213,           0.0074406,           0.0022971,             0.96618,             0.93757,             0.96216,             0.62762,            0.026393,           0.0058368,           0.0025263,           0.0078121,           0.0078121,           0.0078121
                 223,            0.025261,           0.0070905,           0.0026201,             0.91955,             0.96359,              0.9611,             0.62479,            0.024905,           0.0059979,           0.0023824,           0.0078022,           0.0078022,           0.0078022
                 224,            0.026592,           0.0076865,           0.0034862,             0.95135,             0.92733,             0.96337,             0.61609,            0.026184,           0.0057733,            0.003666,           0.0077923,           0.0077923,           0.0077923
                 225,            0.026978,           0.0076389,           0.0029453,             0.95654,             0.93956,             0.95527,              0.5912,            0.027956,           0.0060953,           0.0032449,           0.0077824,           0.0077824,           0.0077824
                 226,            0.025839,           0.0076687,           0.0024322,             0.95704,             0.93163,              0.9609,             0.61298,            0.026525,            0.006478,           0.0026711,           0.0077725,           0.0077725,           0.0077725
                 227,            0.026636,           0.0081062,           0.0026874,             0.96456,              0.9074,             0.95574,             0.55522,            0.029039,           0.0063992,           0.0029426,           0.0077626,           0.0077626,           0.0077626
                 228,            0.027841,           0.0080608,           0.0023587,             0.98261,             0.90142,             0.95982,             0.58284,            0.027309,           0.0061636,           0.0025408,           0.0077527,           0.0077527,           0.0077527
                 229,            0.025178,           0.0073293,           0.0022974,             0.97102,             0.92242,             0.96437,             0.58679,             0.02823,           0.0059247,           0.0025266,           0.0077428,           0.0077428,           0.0077428
                 230,            0.025906,           0.0078481,            0.002791,             0.96844,             0.93471,             0.96445,             0.60356,            0.026969,           0.0058423,           0.0023773,           0.0077329,           0.0077329,           0.0077329
                 231,            0.025847,           0.0073079,           0.0024998,             0.96654,             0.94224,             0.96497,             0.58837,            0.028907,           0.0058026,           0.0021569,            0.007723,            0.007723,            0.007723
                 232,            0.025402,           0.0076535,           0.0024864,             0.96694,             0.94676,              0.9675,             0.60937,            0.026184,           0.0058551,           0.0019531,           0.0077131,           0.0077131,           0.0077131
                 233,            0.025382,           0.0080095,           0.0022896,             0.97966,             0.93693,             0.96667,             0.59836,            0.026407,           0.0061334,           0.0024149,           0.0077032,           0.0077032,           0.0077032
                 234,            0.027504,           0.0074404,           0.0022755,             0.96803,             0.94606,             0.94986,             0.61143,            0.026343,           0.0059286,           0.0027742,           0.0076933,           0.0076933,           0.0076933
                 235,            0.025619,           0.0070627,           0.0028993,             0.98374,             0.95495,             0.96918,             0.61406,            0.025276,           0.0057489,            0.002713,           0.0076834,           0.0076834,           0.0076834
                 236,             0.02605,           0.0077017,           0.0034185,             0.98198,             0.95257,             0.98593,             0.62033,            0.025437,           0.0058292,           0.0017627,           0.0076735,           0.0076735,           0.0076735
                 237,            0.025055,           0.0074071,           0.0029148,             0.92833,             0.95479,             0.97905,             0.61142,             0.02621,           0.0058234,           0.0015984,           0.0076636,           0.0076636,           0.0076636
                 238,             0.02578,            0.007412,           0.0034939,              0.9443,             0.92706,             0.97906,             0.61575,            0.027164,           0.0057297,           0.0016005,           0.0076537,           0.0076537,           0.0076537
                 239,             0.02575,           0.0078067,           0.0027684,             0.92917,             0.97033,             0.97249,             0.62288,            0.026347,           0.0054822,           0.0020466,           0.0076438,           0.0076438,           0.0076438
                 240,            0.025726,           0.0075469,           0.0024373,             0.93821,             0.95259,             0.97002,             0.60435,            0.028997,            0.005748,           0.0027083,           0.0076339,           0.0076339,           0.0076339
                 241,            0.026267,           0.0077128,             0.00262,             0.95034,             0.95044,             0.96739,             0.59298,            0.028167,           0.0059674,             0.00254,            0.007624,            0.007624,            0.007624
                 242,            0.025841,           0.0076274,           0.0022312,             0.96954,             0.93369,             0.95567,             0.59817,            0.028218,           0.0061783,           0.0024674,           0.0076141,           0.0076141,           0.0076141
                 243,             0.02617,           0.0072096,           0.0038186,             0.97193,             0.92565,             0.97779,             0.61425,            0.027748,           0.0059753,           0.0019515,           0.0076042,           0.0076042,           0.0076042
                 244,            0.026646,           0.0077731,           0.0026503,             0.96473,             0.94763,             0.99215,             0.62145,            0.027956,            0.005752,           0.0015767,           0.0075943,           0.0075943,           0.0075943
                 245,            0.025605,           0.0074102,           0.0027829,             0.96427,             0.95817,             0.99026,             0.63748,             0.02684,            0.005657,           0.0017154,           0.0075844,           0.0075844,           0.0075844
                 246,            0.023831,           0.0068864,           0.0022034,             0.96009,             0.93531,             0.97523,             0.63698,            0.024965,           0.0056592,           0.0019557,           0.0075745,           0.0075745,           0.0075745
                 247,            0.024613,           0.0069536,           0.0025225,             0.93372,             0.95973,             0.98705,             0.62769,            0.024891,           0.0057382,           0.0017065,           0.0075646,           0.0075646,           0.0075646
                 248,            0.026204,           0.0079098,            0.002151,             0.93426,             0.97796,             0.98997,             0.58778,            0.026148,           0.0058459,           0.0014184,           0.0075547,           0.0075547,           0.0075547
                 249,            0.024697,           0.0075019,           0.0021751,             0.97926,             0.90915,             0.98291,             0.60712,            0.025509,           0.0057831,           0.0012921,           0.0075448,           0.0075448,           0.0075448
                 250,             0.02538,           0.0075147,           0.0024467,             0.96662,             0.92824,             0.99038,             0.61704,            0.026097,           0.0056848,           0.0014691,           0.0075349,           0.0075349,           0.0075349
                 251,            0.026228,           0.0071162,            0.002237,              0.9801,             0.92506,             0.99008,             0.62628,            0.025339,           0.0056912,           0.0017675,            0.007525,            0.007525,            0.007525
                 252,            0.025043,           0.0072456,           0.0022495,             0.98434,             0.92228,             0.97838,             0.61208,            0.025112,           0.0056677,           0.0020618,           0.0075151,           0.0075151,           0.0075151
                 253,            0.025945,           0.0071859,           0.0026406,             0.96821,             0.92932,             0.97656,             0.62075,            0.024577,           0.0055432,           0.0029407,           0.0075052,           0.0075052,           0.0075052
                 254,            0.026636,           0.0075616,           0.0025058,             0.96024,             0.93789,             0.96638,             0.62902,            0.024165,           0.0056491,           0.0027958,           0.0074953,           0.0074953,           0.0074953
                 255,            0.024656,           0.0077124,            0.002324,             0.99333,             0.94369,             0.97957,             0.63071,            0.024744,           0.0056604,           0.0018477,           0.0074854,           0.0074854,           0.0074854
                 256,            0.024195,            0.007364,           0.0024199,             0.97873,             0.95125,             0.98777,             0.63613,            0.024277,           0.0055774,           0.0014151,           0.0074755,           0.0074755,           0.0074755
                 257,            0.024265,           0.0074023,           0.0018814,             0.94035,             0.96257,             0.97917,             0.64895,            0.023288,           0.0054498,           0.0014426,           0.0074656,           0.0074656,           0.0074656
                 258,            0.023598,             0.00701,           0.0020984,             0.94524,             0.95875,             0.98203,             0.63421,            0.025823,            0.005545,           0.0014131,           0.0074557,           0.0074557,           0.0074557
                 259,            0.023687,           0.0070172,           0.0020005,             0.95237,              0.9632,             0.97902,             0.63283,            0.024995,           0.0055679,           0.0014974,           0.0074458,           0.0074458,           0.0074458
                 260,            0.024895,           0.0067822,           0.0021864,              0.9509,             0.94621,             0.97761,             0.64655,            0.024519,           0.0055075,           0.0025344,           0.0074359,           0.0074359,           0.0074359
                 261,            0.024094,           0.0074158,           0.0022653,             0.97229,             0.94296,             0.96732,              0.6408,            0.025356,            0.005603,           0.0014906,            0.007426,            0.007426,            0.007426
                 262,            0.023955,           0.0069404,           0.0023971,              0.9647,             0.94275,             0.97354,             0.63594,            0.024677,           0.0055878,           0.0018157,           0.0074161,           0.0074161,           0.0074161
                 263,            0.025433,           0.0077578,           0.0023909,             0.95384,             0.94305,             0.97273,             0.62819,            0.026462,           0.0056607,           0.0022632,           0.0074062,           0.0074062,           0.0074062
                 264,            0.024892,           0.0073766,            0.002182,             0.94802,             0.96065,             0.98579,             0.62342,            0.026831,           0.0056393,            0.001642,           0.0073963,           0.0073963,           0.0073963
                 265,            0.024425,           0.0069309,           0.0032936,             0.93836,             0.95694,             0.98888,             0.67161,            0.023619,           0.0054141,           0.0015318,           0.0073864,           0.0073864,           0.0073864
                 266,            0.024116,           0.0076574,           0.0023575,             0.93686,             0.95513,             0.98888,             0.66042,            0.024239,           0.0053732,           0.0014194,           0.0073765,           0.0073765,           0.0073765
                 267,             0.02415,           0.0072067,           0.0024952,             0.91595,              0.9932,             0.98669,             0.65281,            0.024378,           0.0054382,           0.0014375,           0.0073666,           0.0073666,           0.0073666
                 268,            0.025207,           0.0073889,           0.0021163,             0.88414,             0.97952,             0.97727,             0.63052,            0.025563,           0.0060657,           0.0015824,           0.0073567,           0.0073567,           0.0073567
                 269,            0.024423,           0.0071965,           0.0028454,             0.87749,             0.97891,             0.97433,             0.62725,            0.025681,           0.0061279,           0.0016246,           0.0073468,           0.0073468,           0.0073468
                 270,            0.024223,             0.00757,           0.0024039,              0.9647,              0.9218,               0.987,             0.64726,            0.024339,           0.0054675,           0.0012857,           0.0073369,           0.0073369,           0.0073369
                 271,            0.024535,           0.0076511,           0.0021915,             0.96627,             0.94212,             0.98356,             0.66094,             0.02421,           0.0054285,           0.0012703,            0.007327,            0.007327,            0.007327
                 272,            0.023704,           0.0067865,           0.0021887,             0.96908,             0.94101,             0.97725,             0.66279,            0.025498,           0.0055209,           0.0012396,           0.0073171,           0.0073171,           0.0073171
                 273,            0.024594,           0.0074368,           0.0022656,             0.95958,             0.94978,              0.9849,             0.65507,            0.024739,           0.0056412,           0.0014018,           0.0073072,           0.0073072,           0.0073072
                 274,            0.024367,           0.0072374,           0.0021177,             0.95986,             0.95298,             0.97912,             0.65014,            0.026003,           0.0057162,           0.0015543,           0.0072973,           0.0072973,           0.0072973
                 275,            0.025971,           0.0080118,           0.0020832,             0.96992,             0.94583,             0.97912,             0.65087,            0.026007,           0.0055542,           0.0014213,           0.0072874,           0.0072874,           0.0072874
                 276,            0.024193,           0.0070405,           0.0020124,             0.97541,             0.94309,             0.98721,             0.65176,             0.02823,           0.0055905,           0.0014741,           0.0072775,           0.0072775,           0.0072775
                 277,            0.023976,           0.0077959,           0.0018648,             0.98295,             0.94858,             0.97232,             0.63519,            0.026831,           0.0056015,           0.0014697,           0.0072676,           0.0072676,           0.0072676
                 278,            0.023968,           0.0069211,           0.0021598,              0.9809,             0.95154,             0.98081,              0.6557,             0.02489,           0.0054068,           0.0014774,           0.0072577,           0.0072577,           0.0072577
                 279,            0.025023,           0.0072754,            0.001885,             0.99148,             0.94562,             0.98084,             0.64338,            0.026922,           0.0054428,           0.0015079,           0.0072478,           0.0072478,           0.0072478
                 280,            0.024135,           0.0070771,           0.0040382,             0.90612,              0.8971,             0.93124,              0.5704,            0.029345,             0.00659,            0.001778,           0.0072379,           0.0072379,           0.0072379
                 281,            0.023718,           0.0069683,           0.0027415,             0.89539,             0.93556,             0.94991,             0.60899,            0.027092,           0.0056134,           0.0028465,            0.007228,            0.007228,            0.007228
                 282,            0.022574,           0.0076739,           0.0035732,             0.96451,             0.88738,             0.96195,             0.62538,            0.025099,           0.0055688,            0.002914,           0.0072181,           0.0072181,           0.0072181
                 283,            0.025451,           0.0078878,           0.0031094,             0.92882,             0.92041,             0.96829,             0.61419,            0.027262,           0.0057715,           0.0023546,           0.0072082,           0.0072082,           0.0072082
                 284,            0.023357,           0.0066868,           0.0023069,             0.91657,             0.92415,             0.94611,             0.62102,            0.026823,           0.0056619,           0.0028486,           0.0071983,           0.0071983,           0.0071983
                 285,            0.024661,           0.0065685,           0.0023415,             0.92541,             0.92405,             0.95103,             0.64223,            0.025541,           0.0059207,           0.0030603,           0.0071884,           0.0071884,           0.0071884
                 286,            0.023433,           0.0072643,           0.0027162,             0.92451,             0.92217,             0.96028,             0.61402,            0.026688,           0.0060638,            0.002593,           0.0071785,           0.0071785,           0.0071785
                 287,             0.02439,           0.0075795,           0.0027934,             0.94205,             0.95386,             0.96594,             0.63085,            0.025783,           0.0058331,           0.0025036,           0.0071686,           0.0071686,           0.0071686
                 288,            0.024987,           0.0074032,           0.0031965,             0.94318,             0.90351,              0.9586,             0.64323,            0.026214,           0.0056564,           0.0035006,           0.0071587,           0.0071587,           0.0071587
                 289,            0.025014,           0.0069546,           0.0027658,             0.93915,             0.92892,             0.95609,             0.62661,            0.028855,           0.0056958,           0.0029175,           0.0071488,           0.0071488,           0.0071488
                 290,             0.02492,           0.0076257,           0.0036384,             0.93895,             0.96555,             0.96231,             0.62395,            0.026134,           0.0056454,           0.0017655,           0.0071389,           0.0071389,           0.0071389
                 291,            0.024991,           0.0076207,           0.0027812,             0.92008,             0.94566,             0.96163,             0.60882,            0.027554,           0.0058243,           0.0021718,            0.007129,            0.007129,            0.007129
                 292,            0.023431,           0.0072072,           0.0031516,             0.97497,             0.94438,             0.96487,             0.61455,            0.026012,           0.0059161,           0.0019661,           0.0071191,           0.0071191,           0.0071191
                 293,            0.024471,           0.0076418,           0.0020278,             0.93585,             0.96851,             0.97779,             0.63033,            0.025037,           0.0057159,           0.0023724,           0.0071092,           0.0071092,           0.0071092
                 294,             0.02401,           0.0073241,           0.0030527,              0.9534,             0.93675,             0.97335,              0.6079,            0.024449,           0.0057742,           0.0022306,           0.0070993,           0.0070993,           0.0070993
                 295,            0.024179,           0.0069706,           0.0024259,             0.93982,             0.96482,             0.96947,              0.5937,            0.026811,           0.0057513,           0.0025432,           0.0070894,           0.0070894,           0.0070894
                 296,            0.023482,           0.0072044,           0.0023802,             0.96504,             0.94263,             0.96384,             0.59671,             0.02477,           0.0057739,           0.0026327,           0.0070795,           0.0070795,           0.0070795
                 297,            0.024052,           0.0073526,           0.0030015,             0.94988,             0.96609,             0.97207,             0.61414,            0.026689,           0.0057989,           0.0026937,           0.0070696,           0.0070696,           0.0070696
                 298,            0.024784,           0.0069511,           0.0027383,             0.99685,             0.92499,             0.97929,             0.60339,             0.02704,           0.0060446,           0.0029782,           0.0070597,           0.0070597,           0.0070597
                 299,             0.02486,           0.0074561,           0.0025183,             0.96768,              0.9312,             0.96739,             0.60117,            0.028474,           0.0062363,           0.0036184,           0.0070498,           0.0070498,           0.0070498
                 300,            0.023596,           0.0069198,           0.0029539,             0.95584,             0.91327,             0.96632,               0.595,            0.028121,           0.0064169,           0.0026131,           0.0070399,           0.0070399,           0.0070399
                 301,            0.025691,           0.0077448,           0.0023677,             0.86444,             0.93831,             0.94809,             0.58399,            0.027186,           0.0068051,           0.0034883,             0.00703,             0.00703,             0.00703
                 302,            0.023759,           0.0066166,           0.0020282,             0.97973,             0.92226,             0.95913,              0.6134,            0.026746,           0.0061282,           0.0031209,           0.0070201,           0.0070201,           0.0070201
                 303,            0.024692,           0.0072709,           0.0021286,             0.96803,             0.93684,             0.96578,             0.62734,            0.025354,           0.0058472,           0.0020059,           0.0070102,           0.0070102,           0.0070102
                 304,            0.023467,            0.007453,           0.0020053,               0.954,             0.97033,             0.96623,             0.63101,             0.02579,           0.0057312,           0.0017468,           0.0070003,           0.0070003,           0.0070003
                 305,            0.023319,            0.006867,           0.0024207,             0.94969,             0.96687,             0.96324,             0.63852,            0.024967,           0.0057062,           0.0018021,           0.0069904,           0.0069904,           0.0069904
                 306,            0.024008,           0.0070964,           0.0020511,             0.96273,             0.94586,             0.96381,             0.63097,             0.02521,           0.0056302,           0.0019637,           0.0069805,           0.0069805,           0.0069805
                 307,            0.023575,           0.0073194,           0.0019356,             0.96446,             0.94179,             0.95234,             0.62119,            0.024773,           0.0057175,           0.0021329,           0.0069706,           0.0069706,           0.0069706
